portal_slug,research_date,camp_name,section,source_type,blurb,listing_url,source_name,alternate_source_url,alternate_source_domain,alternate_source_title,alt_confidence,alt_score,alt_reason,alt_checked_at
atlanta-families,2026-02-20,Challenge Aerial Atlanta,Sports Camps in Metro Atlanta,day,"Learn aerial arts in safe environment; camps for ages 9-14 include techniques on aerial silks, sling (hammock), trapeze, lyra, and rope",https://www.atlantaparent.com/directory/69651/challenge-aerial-atlanta/,Atlanta Parent,https://www.challengeaerialatlanta.com/summer-camps-are-posted/,www.challengeaerialatlanta.com,Summer Camps are Posted! – Challenge Aerial,low,28,"tokens:2, summer+camp, metro-geo",2026-02-20T04:58:18.476878+00:00
atlanta-families,2026-02-20,Coach Jamie Hunt’s Bulldog Tennis Camp,Sports Camps in Metro Atlanta,day,"Ages 9-18 will learn tennis in a challenging, enjoyable environment with top-notch instructors",https://www.atlantaparent.com/directory/68468/coach-jamie-hunts-bulldog-tennis-camp/,Atlanta Parent,https://www.mouratoglou.com/en/international/atlanta/summer-camps-2026/,www.mouratoglou.com,Junior Summer Camps - Mouratoglou Tennis Center Atlanta,low,22,"tokens:1, summer+camp, metro-geo",2026-02-20T04:58:19.509738+00:00
atlanta-families,2026-02-20,Diventures Swim Camps,Sports Camps in Metro Atlanta,day,"Swim camps with lessons, open swim, water safety, ocean ecology and games. Alpharetta",https://www.atlantaparent.com/directory/66110/diventuresswimcamps/,Atlanta Parent,,,25-0048 Summer Camp Flyer v4 - ndacademy.org,none,13,summer+camp,2026-02-20T04:58:20.591673+00:00
atlanta-families,2026-02-20,Nike Sports Camps/US Sports Camps,Sports Camps in Metro Atlanta,day,"Over 140 camps help kids stay active, build friendships, and have fun. Athletes gain elite instruction from some of America’s top coaches",https://www.atlantaparent.com/directory/52488/nike-sports-camps-us-sports-camps/,Atlanta Parent,https://thebestcamps.com/best-camps-profiles/US-SportsNike-Camps-Best-Summer-Camp-2321.html,thebestcamps.com,US Sports/Nike Camps - The Best Camps .com,low,22,"tokens:2, summer+camp",2026-02-20T04:58:21.802579+00:00
atlanta-families,2026-02-20,Nellya Fencers,Sports Camps in Metro Atlanta,day,Summer fun starts with swords—ages 6-9 will learn the basics of sabre fencing at Atlanta’s most prestigious facility. June 1-July 24,https://www.atlantaparent.com/directory/16641/nellya-fencers-2/,Atlanta Parent,https://childcarecenter.us/provider_detail/nellya-fencers-and-volga-dance-summer-camp-atlanta-ga,childcarecenter.us,Nellya Fencers and Volga Dance Summer Camp | Atlanta GA,high,60,"exact-name-match, tokens:2, summer+camp, metro-geo",2026-02-20T04:58:23.870334+00:00
atlanta-families,2026-02-20,RCX Sports Foundation,Sports Camps in Metro Atlanta,day,"Learn the fundamentals or enhance skills before moving on to tackle football in a non-contact, recreational, co-ed format for ages 4-14",https://www.atlantaparent.com/directory/69581/rcx-sports-llc/,Atlanta Parent,,,2026 Atlanta Summer Camps | Find the Best Summer Camps in Atlanta,none,16,"summer+camp, metro-geo",2026-02-20T04:58:24.936711+00:00
atlanta-families,2026-02-20,Georgia Tech Summer PEAKS Programs,Science & STEM Camps in Metro Atlanta,day,"STEAM-focused programs increase knowledge through experiential activities that emphasize critical thinking, problem-solving, creativity, and innovation",https://www.atlantaparent.com/directory/56521/georgia-tech-ceismc-summer-peaks-programs/,Atlanta Parent,https://mommypoppins.com/atlanta-kids/directory/camps/summer-peaks-at-georgia-tech,mommypoppins.com,Summer P.E.A.K.S. at Georgia Tech - Mommy Poppins,low,28,"tokens:2, summer+camp, metro-geo",2026-02-20T04:58:30.470550+00:00
atlanta-families,2026-02-20,iD Tech Summer Camps,Science & STEM Camps in Metro Atlanta,day,"Camps for ages 7-17 are built around each camper’s interests, skill level and goals, and include coding, game dev, robotics and more",https://www.atlantaparent.com/directory/9432/idtech/,Atlanta Parent,https://www.idtech.com/locations/georgia-summer-camps/georgia-tech,www.idtech.com,"Georgia Tech Summer Camps 2026 | Coding, Robotics, STEM Programs",low,22,"tokens:1, summer+camp, metro-geo",2026-02-20T04:58:31.506830+00:00
atlanta-families,2026-02-20,"Science Akadémeia, The Atlanta Preschool of Science",Science & STEM Camps in Metro Atlanta,day,"STEM activities including coding, robotics, tutorials, science experiments and more for ages 3-12. May 26-July 31",https://www.atlantaparent.com/directory/72561/science-akademeia-summer-camps/,Atlanta Parent,https://summerkidsguide.com/camp/stem-camp,summerkidsguide.com,"STEM CAMP - Science Akadémeia, The Atlanta Preschool of Science",high,68,"exact-name-match, tokens:4, summer+camp, metro-geo",2026-02-20T04:58:32.563844+00:00
atlanta-families,2026-02-20,Bucks Sport and Circus Barn,Theme and Specialty Camps in Metro Atlanta,day,"Creative Circus Camp, American Ninja Warriors Camp and Arts and Crafts Camp for ages 5-12",https://www.atlantaparent.com/directory/56979/bucks-sport-and-circus-barn-2/,Atlanta Parent,,,Buck's Sport Barn,none,12,tokens:2,2026-02-20T04:58:36.109361+00:00
atlanta-families,2026-02-20,Kid Chess Summer Camp,Theme and Specialty Camps in Metro Atlanta,day,"Improve chess skills and challenge top-rated, kid-friendly coaches. Ages 5-12",https://www.atlantaparent.com/directory/16865/kid-chess-2/,Atlanta Parent,,,"Seasonal Camps - Kid Chess® Atlanta, Chess for Kids",none,17,"tokens:1, camp, metro-geo",2026-02-20T04:58:38.605931+00:00
atlanta-families,2026-02-20,Peace and Justice Camp,Theme and Specialty Camps in Metro Atlanta,day,"Campers ages 5-12 explore the stories of social justice through art, music, storytelling and play and learn to make an impact",https://www.atlantaparent.com/directory/69228/peace-and-justice-camp/,Atlanta Parent,,,History Summer Camp | Atlanta History Center,none,16,"summer+camp, metro-geo",2026-02-20T04:58:39.637255+00:00
atlanta-families,2026-02-20,Root and Blossom Counseling Camp,Theme and Specialty Camps in Metro Atlanta,day,"Camps for ages 5-14 blend fun with personal growth, promoting self-exploration and emotional awareness in a welcoming setting",https://www.atlantaparent.com/directory/69152/root-and-blossom-counseling-summer-grow-camps/,Atlanta Parent,https://www.prweb.com/releases/east-atlanta-kids-club-and-root--blossom-counseling-announce-partnership-to-provide-no-cost-counseling-services-to-youth-placed-at-risk-302132000.html,www.prweb.com,East Atlanta Kids Club and Root & Blossom Counseling ... - PRWeb,low,26,"tokens:3, metro-geo",2026-02-20T04:58:40.727596+00:00
