portal_slug,research_date,camp_name,section,source_type,blurb,listing_url,source_name,alternate_source_url,alternate_source_domain,alternate_source_title,alt_confidence,alt_score,alt_reason,alt_checked_at,review_old_confidence,review_new_confidence,review_decision,review_new_url,review_new_domain,review_new_title,review_new_score,review_new_reason,review_checked_at,matrix_query,matrix_generated_at,candidate_1_title,candidate_1_url,candidate_1_domain,candidate_1_trust,candidate_2_title,candidate_2_url,candidate_2_domain,candidate_2_trust,candidate_3_title,candidate_3_url,candidate_3_domain,candidate_3_trust,matrix_recommended_title,matrix_recommended_url,matrix_recommended_domain,matrix_recommended_trust,matrix_recommendation_action,candidate_1_token_hits,candidate_2_token_hits,candidate_3_token_hits,matrix_v2_recommendation_action,matrix_v2_recommended_title,matrix_v2_recommended_url,matrix_v2_recommended_domain,matrix_v2_recommended_trust,matrix_v2_recommended_token_hits
atlanta-families,2026-02-20,St. Benedict’s Episcopal School Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"Camps for ages 4-14 include educational, sports-themed, art, STEAM, cooking, drama, gymnastics and more. June 1-July 24",https://www.atlantaparent.com/directory/19194/st-benedicts-episcopal-school-2/,Atlanta Parent,https://smyrnavinings.macaronikid.com/articles/58264ae424d8f4da3aabf550/st-benedicts-episcopal-day-school-summer-camps,smyrnavinings.macaronikid.com,St. Benedict's Episcopal Day School Summer Camps,low,22,"tokens:2, summer+camp",2026-02-20T04:57:52.411888+00:00,low,low,unchanged,https://smyrnavinings.macaronikid.com/articles/58264ae424d8f4da3aabf550/st-benedicts-episcopal-day-school-summer-camps,smyrnavinings.macaronikid.com,St. Benedict's Episcopal Day School Summer Camps,22,"tokens:2, summer+camp",2026-02-20T05:09:12.651838+00:00,"""St. Benedict’s Episcopal School Summer Camps"" ""summer camp"" atlanta",2026-02-20T05:10:37.384363+00:00,SUMMER CAMPS - St. Benedict's,https://www.stbs.org/summer-camps,www.stbs.org,likely_official,Big Thinkers – St. Benedicts Summer Camp,https://bigthinkersscience.com/programs/camps/st-benedicts-summer-camp/,bigthinkersscience.com,unknown,St. Benedict's Episcopal Day School Summer Camps,https://smyrnavinings.macaronikid.com/articles/58264ae424d8f4da3aabf550/st-benedicts-episcopal-day-school-summer-camps,smyrnavinings.macaronikid.com,unknown,SUMMER CAMPS - St. Benedict's,https://www.stbs.org/summer-camps,www.stbs.org,likely_official,recommend_replace,1,0,2,recommend_replace,SUMMER CAMPS - St. Benedict's,https://www.stbs.org/summer-camps,www.stbs.org,likely_official,1
atlanta-families,2026-02-20,Saint Francis Schools Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"Basketball, literacy, language arts, math, games, art and more for ages 7-14. July 6-17",https://www.atlantaparent.com/directory/65829/saint-francis-school-summer-camps/,Atlanta Parent,https://www.saintfrancisschools.com/academics/summer-programs.cfm,www.saintfrancisschools.com,Summer Programs - Saint Francis Schools,low,23,tokens:3,2026-02-20T04:57:53.563496+00:00,low,low,replaced_same_conf,https://www.saintfrancisschools.com/,www.saintfrancisschools.com,Saint Francis School | Private College Prep in Roswell ...,29,"tokens:3, metro, official-ish-domain",2026-02-20T05:09:13.739353+00:00,"""Saint Francis Schools Summer Camps"" ""summer camp"" atlanta",2026-02-20T05:10:38.238569+00:00,Summer Programs - Saint Francis Schools,https://www.saintfrancisschools.com/academics/summer-programs.cfm,www.saintfrancisschools.com,likely_official,2025 Atlanta Summer Camp Guide,https://atlantamom.com/in-around-atlanta/summer-camp-georgia-atlanta/,atlantamom.com,unknown,Marist School Summer Camps: Online Registration by MyRec.com ...,http://maristschoolga.myrec.com/info/default.aspx,maristschoolga.myrec.com,likely_official,Summer Programs - Saint Francis Schools,https://www.saintfrancisschools.com/academics/summer-programs.cfm,www.saintfrancisschools.com,likely_official,recommend_replace,3,0,0,recommend_replace,Summer Programs - Saint Francis Schools,https://www.saintfrancisschools.com/academics/summer-programs.cfm,www.saintfrancisschools.com,likely_official,3
atlanta-families,2026-02-20,St. Pius X Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"Camps for K-8th graders include basketball, soccer, softball, baseball, dance, wrestling, lacrosse, cheerleading and more. June 1-July 23",https://www.atlantaparent.com/directory/72595/st-pius-x-summer-camps/,Atlanta Parent,https://spxgoldenlions.com/sports/2025/12/17/summer-camps.aspx,spxgoldenlions.com,Summer Camps 2026 - St. Pius X Catholic High School (GA),low,22,"tokens:1, summer+camp, metro-geo",2026-02-20T04:57:54.821483+00:00,low,none,downgraded,,,Summer Camps 2026 - St. Pius X Catholic High School (GA),21,"tokens:1, summer+camp, metro",2026-02-20T05:09:14.536066+00:00,"""St. Pius X Summer Camps"" ""summer camp"" atlanta",2026-02-20T05:10:41.903480+00:00,Summer - St. Pius X Catholic High School,https://www.spx.org/campus-life/summer,www.spx.org,likely_official,"SPX Camps Greensboro, NC - About",https://spxcamps.com/,spxcamps.com,unknown,Summer Camps 2026 - St. Pius X Catholic High School (GA),https://spxgoldenlions.com/sports/2025/12/17/summer-camps.aspx,spxgoldenlions.com,unknown,Summer - St. Pius X Catholic High School,https://www.spx.org/campus-life/summer,www.spx.org,likely_official,recommend_replace,1,0,1,recommend_replace,Summer - St. Pius X Catholic High School,https://www.spx.org/campus-life/summer,www.spx.org,likely_official,1
atlanta-families,2026-02-20,Sunshine House Next Level Adventure Camp,General and Enrichment Camps in Metro Atlanta,day,"A summer full of excitement with weekly themes, field trips, outdoor play and hands-on activities for ages 5-12. 20 locations. May 26-Aug. 7",https://www.atlantaparent.com/directory/16318/sunshine-houses-summer-challenge/,Atlanta Parent,https://sunshinehouse.com/region/metro-atlanta-region-summer-camp/,sunshinehouse.com,Metro Atlanta Region Summer Camp | Sunshine House,low,28,"tokens:2, summer+camp, metro-geo",2026-02-20T04:57:57.155706+00:00,low,low,unchanged,https://sunshinehouse.com/region/metro-atlanta-region-summer-camp/,sunshinehouse.com,Metro Atlanta Region Summer Camp | Sunshine House,27,"tokens:2, summer+camp, metro",2026-02-20T05:09:15.582899+00:00,"""Sunshine House Next Level Adventure Camp"" ""summer camp"" atlanta",2026-02-20T05:10:44.947699+00:00,Metro Atlanta Region Summer Camp | Sunshine House,https://sunshinehouse.com/region/metro-atlanta-region-summer-camp/,sunshinehouse.com,unknown,Summer Day Camp | 5 to 12-Year-Olds | Sunshine House,https://sunshinehouse.com/programs/summer-camp/,sunshinehouse.com,unknown,Give your kids the adventure of an Atlanta YMCA Summer Camp.,https://ymcaatlanta.org/camp/day-camp,ymcaatlanta.org,likely_official,Give your kids the adventure of an Atlanta YMCA Summer Camp.,https://ymcaatlanta.org/camp/day-camp,ymcaatlanta.org,likely_official,recommend_replace,2,2,1,recommend_replace,Give your kids the adventure of an Atlanta YMCA Summer Camp.,https://ymcaatlanta.org/camp/day-camp,ymcaatlanta.org,likely_official,1
atlanta-families,2026-02-20,Tech Wreck Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"Diverse experiences for grades 1-8, with sports, arts and crafts, team building, field trips and more. Held on the Georgia Tech Campus",https://www.atlantaparent.com/directory/68580/tech-wreck-summer-camp-at-georgia-tech/,Atlanta Parent,https://kidvoyage.com/camps/usa/tech-wreck-summer-camp,kidvoyage.com,"Tech Wreck Summer Camp | Summer Camp in Atlanta, GA - 2026 ...",low,28,"tokens:2, summer+camp, metro-geo",2026-02-20T04:57:58.176283+00:00,low,low,replaced_same_conf,https://www.campnavigator.com/summer-camp/tech_wreck_summer_camp_15811.html,www.campnavigator.com,"Tech Wreck Summer Camp in Atlanta, Georgia | CampNavigator ...",27,"tokens:2, summer+camp, metro",2026-02-20T05:09:16.539188+00:00,"""Tech Wreck Summer Camps"" ""summer camp"" atlanta",2026-02-20T05:10:45.924364+00:00,Youth Programs – Campus Recreation - gatech.edu,https://crc.gatech.edu/youth-programs/,crc.gatech.edu,likely_official,"Tech Wreck Summer Camp | Summer Camp in Atlanta, GA - 2026 ...",https://kidvoyage.com/camps/usa/tech-wreck-summer-camp,kidvoyage.com,low_trust_directory,Georgia Tech Campus Recreation Summer Camps | My Kid Camp,https://mykidcamp.com/host/georgia-tech-campus-recreation-atlanta-ga,mykidcamp.com,low_trust_directory,Youth Programs – Campus Recreation - gatech.edu,https://crc.gatech.edu/youth-programs/,crc.gatech.edu,likely_official,recommend_replace,0,2,1,manual_review_needed,,,,,0
atlanta-families,2026-02-20,Waldorf School of Atlanta Summer Camp,General and Enrichment Camps in Metro Atlanta,day,"Gardening, hiking, cooking, music therapy, chess, LEGO, plants, designer sewing and more for ages 2-18",https://www.atlantaparent.com/directory/16322/waldorf-school-atlanta-summer-camps/,Atlanta Parent,,,2025 Atlanta Summer Camp Guide,none,16,"summer+camp, metro-geo",2026-02-20T04:57:59.363267+00:00,none,none,unchanged,,,Event Calendar — The Waldorf School of Atlanta,15,"tokens:1, metro, official-ish-domain",2026-02-20T05:09:17.728585+00:00,"""Waldorf School of Atlanta Summer Camp"" ""summer camp"" atlanta",2026-02-20T05:10:48.418405+00:00,Event Calendar — The Waldorf School of Atlanta,https://www.waldorfatlanta.org/event-calendar,www.waldorfatlanta.org,likely_official,2025 Atlanta Summer Camp Guide,https://atlantamom.com/in-around-atlanta/summer-camp-georgia-atlanta/,atlantamom.com,unknown,The Waldorf School of Atlanta,https://www.waldorfatlanta.org/,www.waldorfatlanta.org,likely_official,Event Calendar — The Waldorf School of Atlanta,https://www.waldorfatlanta.org/event-calendar,www.waldorfatlanta.org,likely_official,recommend_replace,1,0,1,recommend_replace,Event Calendar — The Waldorf School of Atlanta,https://www.waldorfatlanta.org/event-calendar,www.waldorfatlanta.org,likely_official,1
atlanta-families,2026-02-20,Westminster Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"More than 60 unique camps, including traditional day camps, sports camps, and specialty camps for PreK–9th grade. June 1-July 10",https://www.atlantaparent.com/directory/16324/westminster-schools-summer-programs/,Atlanta Parent,https://www.kidscamps.com/Camps/Westminster_Summer_Programs_Atlanta_Georgia-237137.html,www.kidscamps.com,Westminster Summer Programs Atlanta GA - KidsCamps.com,low,22,"tokens:1, summer+camp, metro-geo",2026-02-20T04:58:00.361366+00:00,low,none,downgraded,,,Westminster Summer Programs Atlanta GA - KidsCamps.com,21,"tokens:1, summer+camp, metro",2026-02-20T05:09:18.574548+00:00,"""Westminster Summer Camps"" ""summer camp"" atlanta",2026-02-20T05:10:49.252568+00:00,Summer Camps - Westminster Schools,https://www.westminster.net/academics/summer-programs/summer-camps,www.westminster.net,unknown,Summer Camp | Camp Westminster,https://www.campwestminster.org/christian-summer-camp,www.campwestminster.org,likely_official,2025 Westminster Summer Camp Brochure 010225 REVISION,https://issuu.com/thewestminsterschools/docs/wes-147_2025_summer_camp_brochure_final_010225rev,issuu.com,unknown,Summer Camp | Camp Westminster,https://www.campwestminster.org/christian-summer-camp,www.campwestminster.org,likely_official,recommend_replace,1,1,1,recommend_replace,Summer Camp | Camp Westminster,https://www.campwestminster.org/christian-summer-camp,www.campwestminster.org,likely_official,1
atlanta-families,2026-02-20,Arthur M. Blank Center for Stuttering Education & Research,Special Needs Camps in Metro Atlanta,day,"Campers who stutter increase communication, self-confidence and leadership skills at Camp Dream. Speak. Live. July 13-17",https://www.atlantaparent.com/directory/55095/arthur-m-blank-for-stuttering-education-and-research/,Atlanta Parent,https://blankcenterforstuttering.org/,blankcenterforstuttering.org,Home - Arthur M. Blank Center for Stuttering Education,low,23,tokens:4,2026-02-20T04:58:14.793064+00:00,low,low,unchanged,https://blankcenterforstuttering.org/,blankcenterforstuttering.org,Home - Arthur M. Blank Center for Stuttering Education,24,"tokens:4, official-ish-domain",2026-02-20T05:09:19.441448+00:00,"""Arthur M. Blank Center for Stuttering Education & Research"" ""summer camp"" atlanta",2026-02-20T05:10:50.372558+00:00,Home - Arthur M. Blank Center for Stuttering Education,https://blankcenterforstuttering.org/,blankcenterforstuttering.org,likely_official,"Gresham 2026 Summer Camp Week#2 Ages 7-8 Boys - Atlanta, GA 2026",https://www.activekids.com/atlanta-ga/parenting-and-family/camps/gresham-summer-camp-week-2-ages-7-8-boys-2026,www.activekids.com,trusted_aggregator,Summer Camp-Becker Bldg. – Atlanta Belvedere SDA Church,https://belvederesdachurch.org/events/summer-camp-becker-bldg-2/,belvederesdachurch.org,likely_official,Home - Arthur M. Blank Center for Stuttering Education,https://blankcenterforstuttering.org/,blankcenterforstuttering.org,likely_official,recommend_replace,4,0,0,recommend_replace,Home - Arthur M. Blank Center for Stuttering Education,https://blankcenterforstuttering.org/,blankcenterforstuttering.org,likely_official,4
atlanta-families,2026-02-20,Challenge Aerial Atlanta,Sports Camps in Metro Atlanta,day,"Learn aerial arts in safe environment; camps for ages 9-14 include techniques on aerial silks, sling (hammock), trapeze, lyra, and rope",https://www.atlantaparent.com/directory/69651/challenge-aerial-atlanta/,Atlanta Parent,https://www.challengeaerialatlanta.com/summer-camps-are-posted/,www.challengeaerialatlanta.com,Summer Camps are Posted! – Challenge Aerial,low,28,"tokens:2, summer+camp, metro-geo",2026-02-20T04:58:18.476878+00:00,low,low,unchanged,https://www.challengeaerialatlanta.com/summer-camps-are-posted/,www.challengeaerialatlanta.com,Summer Camps are Posted! – Challenge Aerial,27,"tokens:2, summer+camp, metro",2026-02-20T05:09:20.362655+00:00,"""Challenge Aerial Atlanta"" ""summer camp"" atlanta",2026-02-20T05:10:51.654956+00:00,Camps – Challenge Aerial,https://www.challengeaerialatlanta.com/camps/,www.challengeaerialatlanta.com,unknown,"Challenge Aerial – Offering trapeze classes, silks classes ...",https://www.challengeaerialatlanta.com/,www.challengeaerialatlanta.com,unknown,2025/2026 Youth Classes – Challenge Aerial,https://www.challengeaerialatlanta.com/youth-classes/,www.challengeaerialatlanta.com,unknown,,,,,manual_review_needed,2,2,2,manual_review_needed,,,,,0
atlanta-families,2026-02-20,Coach Jamie Hunt’s Bulldog Tennis Camp,Sports Camps in Metro Atlanta,day,"Ages 9-18 will learn tennis in a challenging, enjoyable environment with top-notch instructors",https://www.atlantaparent.com/directory/68468/coach-jamie-hunts-bulldog-tennis-camp/,Atlanta Parent,https://www.mouratoglou.com/en/international/atlanta/summer-camps-2026/,www.mouratoglou.com,Junior Summer Camps - Mouratoglou Tennis Center Atlanta,low,22,"tokens:1, summer+camp, metro-geo",2026-02-20T04:58:19.509738+00:00,low,none,downgraded,,,Junior Summer Camps - Mouratoglou Tennis Center Atlanta,21,"tokens:1, summer+camp, metro",2026-02-20T05:09:21.236742+00:00,"""Coach Jamie Hunt’s Bulldog Tennis Camp"" ""summer camp"" atlanta",2026-02-20T05:10:52.486514+00:00,2025 The Alta Guide to Summer Camps - ALTA Net News Magazine,https://www.netnewsmag.com/articles/features-articles/2025-the-alta-guide-to-summer-camps/,www.netnewsmag.com,unknown,Junior Summer Camps - Mouratoglou Tennis Center Atlanta,https://www.mouratoglou.com/en/international/atlanta/summer-camps-2026/,www.mouratoglou.com,unknown,25-0048 Summer Camp Flyer v4 - ndacademy.org,https://ndacademy.org/wp-content/uploads/2026/02/25-0048-Summer-Camp-Flyer-v4.pdf,ndacademy.org,likely_official,25-0048 Summer Camp Flyer v4 - ndacademy.org,https://ndacademy.org/wp-content/uploads/2026/02/25-0048-Summer-Camp-Flyer-v4.pdf,ndacademy.org,likely_official,recommend_replace,0,1,0,manual_review_needed,,,,,0
atlanta-families,2026-02-20,Diventures Swim Camps,Sports Camps in Metro Atlanta,day,"Swim camps with lessons, open swim, water safety, ocean ecology and games. Alpharetta",https://www.atlantaparent.com/directory/66110/diventuresswimcamps/,Atlanta Parent,,,25-0048 Summer Camp Flyer v4 - ndacademy.org,none,13,summer+camp,2026-02-20T04:58:20.591673+00:00,none,none,unchanged,,,"Gresham 2026 Summer Camp Week#4 Ages 7-8 Boys - Atlanta, GA 2026",15,"summer+camp, metro, trusted-aggregator",2026-02-20T05:09:22.346255+00:00,"""Diventures Swim Camps"" ""summer camp"" atlanta",2026-02-20T05:10:54.054955+00:00,"Gresham 2026 Summer Camp Week#4 Ages 7-8 Boys - Atlanta, GA 2026",https://www.activekids.com/atlanta-ga/parenting-and-family/camps/gresham-summer-camp-week-4-ages-7-8-boys-2026,www.activekids.com,trusted_aggregator,25-0048 Summer Camp Flyer v4 - ndacademy.org,https://ndacademy.org/wp-content/uploads/2026/02/25-0048-Summer-Camp-Flyer-v4.pdf,ndacademy.org,likely_official,,,,,25-0048 Summer Camp Flyer v4 - ndacademy.org,https://ndacademy.org/wp-content/uploads/2026/02/25-0048-Summer-Camp-Flyer-v4.pdf,ndacademy.org,likely_official,recommend_replace,0,0,,manual_review_needed,,,,,0
atlanta-families,2026-02-20,Nike Sports Camps/US Sports Camps,Sports Camps in Metro Atlanta,day,"Over 140 camps help kids stay active, build friendships, and have fun. Athletes gain elite instruction from some of America’s top coaches",https://www.atlantaparent.com/directory/52488/nike-sports-camps-us-sports-camps/,Atlanta Parent,https://thebestcamps.com/best-camps-profiles/US-SportsNike-Camps-Best-Summer-Camp-2321.html,thebestcamps.com,US Sports/Nike Camps - The Best Camps .com,low,22,"tokens:2, summer+camp",2026-02-20T04:58:21.802579+00:00,low,low,replaced_same_conf,https://www.summercamps.com/camp/us-sports-camps/,www.summercamps.com,US Sports Camps | Nike Sports Camp - Summer Camps 2026,22,"tokens:2, summer+camp",2026-02-20T05:09:23.467717+00:00,"""Nike Sports Camps/US Sports Camps"" ""summer camp"" atlanta",2026-02-20T05:10:55.304783+00:00,US Sports Camps - Nike Sports Camps,https://www.ussportscamps.com/,www.ussportscamps.com,unknown,US Sports Camps | Nike Sports Camp - Summer Camps 2026,https://www.summercamps.com/camp/us-sports-camps/,www.summercamps.com,unknown,Nike Sports Camp. Nike.com,https://www.nike.com/kids/nike-sports-camp,www.nike.com,unknown,,,,,manual_review_needed,2,2,2,manual_review_needed,,,,,0
atlanta-families,2026-02-20,RCX Sports Foundation,Sports Camps in Metro Atlanta,day,"Learn the fundamentals or enhance skills before moving on to tackle football in a non-contact, recreational, co-ed format for ages 4-14",https://www.atlantaparent.com/directory/69581/rcx-sports-llc/,Atlanta Parent,,,2026 Atlanta Summer Camps | Find the Best Summer Camps in Atlanta,none,16,"summer+camp, metro-geo",2026-02-20T04:58:24.936711+00:00,none,none,unchanged,,,2026 Atlanta Summer Camps | Find the Best Summer Camps in Atlanta,15,"summer+camp, metro",2026-02-20T05:09:24.712263+00:00,"""RCX Sports Foundation"" ""summer camp"" atlanta",2026-02-20T05:10:58.878373+00:00,Atlanta Youth Sports Programs | The Best Youth Sports ...,https://www.atlantakidsguide.com/Sports_Programs.php,www.atlantakidsguide.com,unknown,2026 Atlanta Summer Camps | Find the Best Summer Camps in Atlanta,https://www.atlantakidsguide.com/Summer_Camps.php,www.atlantakidsguide.com,unknown,Junior Summer Camps - Mouratoglou Tennis Center Atlanta,https://www.mouratoglou.com/en/international/atlanta/summer-camps-2026/,www.mouratoglou.com,unknown,,,,,manual_review_needed,1,0,0,manual_review_needed,,,,,0
atlanta-families,2026-02-20,Georgia Tech Summer PEAKS Programs,Science & STEM Camps in Metro Atlanta,day,"STEAM-focused programs increase knowledge through experiential activities that emphasize critical thinking, problem-solving, creativity, and innovation",https://www.atlantaparent.com/directory/56521/georgia-tech-ceismc-summer-peaks-programs/,Atlanta Parent,https://mommypoppins.com/atlanta-kids/directory/camps/summer-peaks-at-georgia-tech,mommypoppins.com,Summer P.E.A.K.S. at Georgia Tech - Mommy Poppins,low,28,"tokens:2, summer+camp, metro-geo",2026-02-20T04:58:30.470550+00:00,low,low,unchanged,https://mommypoppins.com/atlanta-kids/directory/camps/summer-peaks-at-georgia-tech,mommypoppins.com,Summer P.E.A.K.S. at Georgia Tech - Mommy Poppins,27,"tokens:2, summer+camp, metro, trusted-aggregator",2026-02-20T05:09:25.842180+00:00,"""Georgia Tech Summer PEAKS Programs"" ""summer camp"" atlanta",2026-02-20T05:11:01.738684+00:00,High School Sessions | Expanded Learning Programs at CEISMC,https://expandedlearning.ceismc.gatech.edu/summer-programs/sessions/high-school,expandedlearning.ceismc.gatech.edu,likely_official,Georgia Tech - CEISMC - Center for Education Integrating ...,https://ceismc.gatech.edu/staffnews/summer-peaks,ceismc.gatech.edu,likely_official,Georgia Tech summer programs | Gifted Atlanta,https://giftedatlanta.com/2025/02/24/georgia-tech-summer-programs/,giftedatlanta.com,unknown,High School Sessions | Expanded Learning Programs at CEISMC,https://expandedlearning.ceismc.gatech.edu/summer-programs/sessions/high-school,expandedlearning.ceismc.gatech.edu,likely_official,recommend_replace,0,2,1,recommend_replace,Georgia Tech - CEISMC - Center for Education Integrating ...,https://ceismc.gatech.edu/staffnews/summer-peaks,ceismc.gatech.edu,likely_official,2
atlanta-families,2026-02-20,iD Tech Summer Camps,Science & STEM Camps in Metro Atlanta,day,"Camps for ages 7-17 are built around each camper’s interests, skill level and goals, and include coding, game dev, robotics and more",https://www.atlantaparent.com/directory/9432/idtech/,Atlanta Parent,https://www.idtech.com/locations/georgia-summer-camps/georgia-tech,www.idtech.com,"Georgia Tech Summer Camps 2026 | Coding, Robotics, STEM Programs",low,22,"tokens:1, summer+camp, metro-geo",2026-02-20T04:58:31.506830+00:00,low,none,downgraded,,,"Georgia Tech Summer Camps 2026 | Coding, Robotics, STEM Programs",21,"tokens:1, summer+camp, metro",2026-02-20T05:09:26.876677+00:00,"""iD Tech Summer Camps"" ""summer camp"" atlanta",2026-02-20T05:11:03.934805+00:00,"Georgia Tech Summer Camps 2026 | Coding, Robotics, STEM Programs",https://www.idtech.com/locations/georgia-summer-camps/georgia-tech,www.idtech.com,unknown,iD Tech Summer Programs - Atlanta | Mommy Poppins,https://mommypoppins.com/atlanta-kids/directory/camps/id-tech-summer-programs-atlanta,mommypoppins.com,trusted_aggregator,Summer Camp,https://www.summercamp.com/camp/1531/iD-Tech-Summer-Computer-Camps---Georgia-Summer-Camp,www.summercamp.com,unknown,iD Tech Summer Programs - Atlanta | Mommy Poppins,https://mommypoppins.com/atlanta-kids/directory/camps/id-tech-summer-programs-atlanta,mommypoppins.com,trusted_aggregator,recommend_fallback,1,1,1,recommend_fallback,iD Tech Summer Programs - Atlanta | Mommy Poppins,https://mommypoppins.com/atlanta-kids/directory/camps/id-tech-summer-programs-atlanta,mommypoppins.com,trusted_aggregator,1
atlanta-families,2026-02-20,Bucks Sport and Circus Barn,Theme and Specialty Camps in Metro Atlanta,day,"Creative Circus Camp, American Ninja Warriors Camp and Arts and Crafts Camp for ages 5-12",https://www.atlantaparent.com/directory/56979/bucks-sport-and-circus-barn-2/,Atlanta Parent,,,Buck's Sport Barn,none,12,tokens:2,2026-02-20T04:58:36.109361+00:00,none,none,unchanged,,,Buck's Sport Barn,20,tokens:3,2026-02-20T05:09:28.087251+00:00,"""Bucks Sport and Circus Barn"" ""summer camp"" atlanta",2026-02-20T05:11:04.911404+00:00,Buck's Sport Barn,https://www.buckssportbarn.com/,www.buckssportbarn.com,unknown,,,,,,,,,,,,,manual_review_needed,2,,,manual_review_needed,,,,,0
atlanta-families,2026-02-20,Kid Chess Summer Camp,Theme and Specialty Camps in Metro Atlanta,day,"Improve chess skills and challenge top-rated, kid-friendly coaches. Ages 5-12",https://www.atlantaparent.com/directory/16865/kid-chess-2/,Atlanta Parent,,,"Seasonal Camps - Kid Chess® Atlanta, Chess for Kids",none,17,"tokens:1, camp, metro-geo",2026-02-20T04:58:38.605931+00:00,none,none,unchanged,,,"Seasonal Camps - Kid Chess® Atlanta, Chess for Kids",16,"tokens:1, camp, metro",2026-02-20T05:09:29.207704+00:00,"""Kid Chess Summer Camp"" ""summer camp"" atlanta",2026-02-20T05:11:06.005140+00:00,"Seasonal Camps - Kid Chess® Atlanta, Chess for Kids",https://www.kidchess.com/our-programs/seasonal-camps/,www.kidchess.com,unknown,Kid Chess Camp | School Break & Summer Camps - FunClubs,https://www.funclubs.com/camps/kid-chess-camp,www.funclubs.com,unknown,Chess for Kids of All Ages | Atlanta | The Knight School,https://www.theknightschool.com/atlanta-chess,www.theknightschool.com,likely_official,Chess for Kids of All Ages | Atlanta | The Knight School,https://www.theknightschool.com/atlanta-chess,www.theknightschool.com,likely_official,recommend_replace,1,1,1,recommend_replace,Chess for Kids of All Ages | Atlanta | The Knight School,https://www.theknightschool.com/atlanta-chess,www.theknightschool.com,likely_official,1
atlanta-families,2026-02-20,Peace and Justice Camp,Theme and Specialty Camps in Metro Atlanta,day,"Campers ages 5-12 explore the stories of social justice through art, music, storytelling and play and learn to make an impact",https://www.atlantaparent.com/directory/69228/peace-and-justice-camp/,Atlanta Parent,,,History Summer Camp | Atlanta History Center,none,16,"summer+camp, metro-geo",2026-02-20T04:58:39.637255+00:00,none,none,unchanged,,,History Summer Camp | Atlanta History Center,15,"summer+camp, metro",2026-02-20T05:09:30.130490+00:00,"""Peace and Justice Camp"" ""summer camp"" atlanta",2026-02-20T05:11:07.143126+00:00,History Summer Camp | Atlanta History Center,https://www.atlantahistorycenter.com/history-summer-camp/,www.atlantahistorycenter.com,unknown,Summer Camps in Georgia: 53+ Best Spots for Summer Fun (2025),https://365atlantatraveler.com/best-summer-camps-in-ga/,365atlantatraveler.com,unknown,Junior Summer Camps - Mouratoglou Tennis Center Atlanta,https://www.mouratoglou.com/en/international/atlanta/summer-camps-2026/,www.mouratoglou.com,unknown,,,,,manual_review_needed,0,0,0,manual_review_needed,,,,,0
atlanta-families,2026-02-20,Root and Blossom Counseling Camp,Theme and Specialty Camps in Metro Atlanta,day,"Camps for ages 5-14 blend fun with personal growth, promoting self-exploration and emotional awareness in a welcoming setting",https://www.atlantaparent.com/directory/69152/root-and-blossom-counseling-summer-grow-camps/,Atlanta Parent,https://www.prweb.com/releases/east-atlanta-kids-club-and-root--blossom-counseling-announce-partnership-to-provide-no-cost-counseling-services-to-youth-placed-at-risk-302132000.html,www.prweb.com,East Atlanta Kids Club and Root & Blossom Counseling ... - PRWeb,low,26,"tokens:3, metro-geo",2026-02-20T04:58:40.727596+00:00,low,low,unchanged,https://www.prweb.com/releases/east-atlanta-kids-club-and-root--blossom-counseling-announce-partnership-to-provide-no-cost-counseling-services-to-youth-placed-at-risk-302132000.html,www.prweb.com,East Atlanta Kids Club and Root & Blossom Counseling ... - PRWeb,25,"tokens:3, metro",2026-02-20T05:09:30.946392+00:00,"""Root and Blossom Counseling Camp"" ""summer camp"" atlanta",2026-02-20T05:11:08.195419+00:00,"Root & Blossom Counseling: Child, Teen & Young Adult Mental ...",https://www.rootandblossomcounseling.com/,www.rootandblossomcounseling.com,unknown,East Atlanta Kids Club and Root & Blossom Counseling ... - PRWeb,https://www.prweb.com/releases/east-atlanta-kids-club-and-root--blossom-counseling-announce-partnership-to-provide-no-cost-counseling-services-to-youth-placed-at-risk-302132000.html,www.prweb.com,unknown,2025 Atlanta Summer Camp Guide,https://atlantamom.com/in-around-atlanta/summer-camp-georgia-atlanta/,atlantamom.com,unknown,,,,,manual_review_needed,3,3,0,manual_review_needed,,,,,0
